OBJECTID,Site_Name,Longitude,Latitude,Rating,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Time,layer,About
,Leo - Hotels Near Navrangpura Ahmedabad,72.57,23.046,,,,,,,,,,hotel,
,Hotel Sunsarovar,72.614,22.995,,,,,,,,,,hotel,
,"Hotel Penark - Bopal, Ahmedabad",72.475,23.03,,,,,,,,,,hotel,
,Atithi The Hotel,72.565,23.026,,,,,,,,,,hotel,
,Hotel Elysian Residency,72.59,23.044,,,,,,,,,,hotel,
,"Taj Skyline, Ahmedabad",72.482,23.044,,,,,,,,,,hotel,
,Hotel Skylon Ahmedabad,72.57,23.022,,,,,,,,,,hotel,
,Hotel Shrimad Residency,72.507,23.02,,,,,,,,,,hotel,
,FabExpress Relax Inn,72.505,23.012,,,,,,,,,,hotel,
,HOTEL REPOSE,72.505,23.012,,,,,,,,,,hotel,
,"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",72.511,23.011,,,,,,,,,,hotel,
,Hotel Rajdeep Inn - Deluxe & Super Deluxe Rooms Booking In Ahmedabad | Corporate Accommodation,72.514,23.012,,,,,,,,,,hotel,
,Hotel Ambience Inn,72.505,23.012,,,,,,,,,,hotel,
,Crowne Plaza Ahmedabad City Centre,72.504,23.015,,,,,,,,,,hotel,
,"FabHotel GL Residency - Hotels in Satellite, Ahmedabad",72.516,23.017,,,,,,,,,,hotel,
,Hotel Acropole,72.518,23.013,,,,,,,,,,hotel,
,"ABC HOTEL & HOSPITALITY SERVICES || Best Hotel, Budget Hotel, Family Hotel",72.519,23.013,,,,,,,,,,hotel,
,Hotel Lux Inn,72.508,23.026,,,,,,,,,,hotel,
,"Hotel Ozone,Ahmedabad",72.508,23.026,,,,,,,,,,hotel,
,HOTEL PERADIOT,72.508,23.026,,,,,,,,,,hotel,
,Hotel Shrimad Residency,72.507,23.02,,,,,,,,,,hotel,
,Hotel Corporate Residency,72.508,23.026,,,,,,,,,,hotel,
,hotel nest view,72.508,23.026,,,,,,,,,,hotel,
,Hotel Sunshine,72.508,23.026,,,,,,,,,,hotel,
,Ginger Ahmedabad Satellite,72.511,23.036,,,,,,,,,,hotel,
,Hotel the Royal Plaza,72.506,23.022,,,,,,,,,,hotel,
,Pride Plaza Hotel Ahmedabad,72.515,23.038,,,,,,,,,,hotel,
,Hotel A1 Vastrapur,72.527,23.036,,,,,,,,,,hotel,
,Hotel New Lake view Ahmedabad,72.529,23.037,,,,,,,,,,hotel,
,Hotel Lake Palace,72.528,23.042,,,,,,,,,,hotel,
,Hotel G L Residency By G L Group,72.527,23.038,,,,,,,,,,hotel,
,Hotel Shital Inn,72.527,23.037,,,,,,,,,,hotel,
,"Hotel Leela Palace, Vastrapur Lake",72.528,23.04,,,,,,,,,,hotel,
,Hotel sury villa,72.529,23.037,,,,,,,,,,hotel,
,Hotel Heritage,72.534,23.046,,,,,,,,,,hotel,
,Hotel Royal 21,72.53,23.044,,,,,,,,,,hotel,
,The Park Residency Hotel - Ahmedabad,72.529,23.044,,,,,,,,,,hotel,
,Hotel G Express,72.605,23.005,,,,,,,,,,hotel,
,Hotel Alpine,72.604,22.995,,,,,,,,,,hotel,
,Hotel Monville Maninagar,72.613,22.994,,,,,,,,,,hotel,
,Hotel parkland,72.613,22.995,,,,,,,,,,hotel,
,Hotel Lake Palace By G L Group,72.605,22.998,,,,,,,,,,hotel,
,Hotel Pleasant Lake,72.598,23.003,,,,,,,,,,hotel,
,HOTEL BALAJIVILLA,72.611,22.997,,,,,,,,,,hotel,
,Collection O Maninagar Near Railway Station formerly A1 Residency,72.611,22.998,,,,,,,,,,hotel,
,Hotel Sunrise Maninagar Ahmedabad,72.612,22.995,,,,,,,,,,hotel,
,Prithvi Hotels,72.607,22.999,,,,,,,,,,hotel,
,Hotel Royal King,72.591,23.1,,,,,,,,,,hotel,
,Comfortinn Sapphire Hotel & Banquets,72.584,23.124,,,,,,,,,,hotel,
,HOTEL ASIANA MOTERA AHMEDABAD,72.598,23.107,,,,,,,,,,hotel,
,Hotel Chandra Palace,72.582,23.122,,,,,,,,,,hotel,
,Hotel Moon Light,72.573,23.12,,,,,,,,,,hotel,
,THE HILLOCK AHMEDABAD,72.567,23.134,,,,,,,,,,hotel,
,Hotel Shivaay,72.61,23.115,,,,,,,,,,hotel,
,Hotel Silver Inn,72.613,23.119,,,,,,,,,,hotel,
,Hotel Jaunt Safari,72.605,23.111,,,,,,,,,,hotel,
,Hotel Krishna,72.584,23.112,,,,,,,,,,hotel,
,Hotel Royal King,72.591,23.1,,,,,,,,,,hotel,
,"Ginger Ahmedabad, RTO Circle",72.581,23.068,,,,,,,,,,hotel,
,HOTEL KRISHNA INN,72.591,23.1,,,,,,,,,,hotel,
,in&out AC Dormitory Ahmedabad,72.576,23.068,,,,,,,,,,hotel,
,Hotel Ratna Palace,72.592,23.087,,,,,,,,,,hotel,
,Hotel Sparsh Divine,72.595,23.079,,,,,,,,,,hotel,
,"FabHotel NY Townhouse - Hotels in Gota, Ahmedabad",72.551,23.099,,,,,,,,,,hotel,
,"The Fern Residency, Subhash Bridge, Ahmedabad",72.584,23.065,,,,,,,,,,hotel,
,Super Townhouse 858 Hotel N Y,72.551,23.099,,,,,,,,,,hotel,
,Hotel Siddhartha Palace,72.597,23.058,,,,,,,,,,hotel,
,HOTEL SAROVAR INN,72.587,22.973,,,,,,,,,,hotel,
,Hotel O Laxmi Villa,72.588,22.974,,,,,,,,,,hotel,
,Hotel Dream Palace,72.588,22.974,,,,,,,,,,hotel,
,"Hotel Moon Light Near Maninagar Railway Station, Ahmedabad",72.593,22.974,,,,,,,,,,hotel,
,Hotel Mivaante,72.656,22.957,,,,,,,,,,hotel,
,Hotel Riverfront,72.568,23.013,,,,,,,,,,hotel,
,Hotel Atithi,72.566,23.014,,,,,,,,,,hotel,
,Super Townhouse Prahladnagar formerly Metro Inn,72.536,23,,,,,,,,,,hotel,
,Hotel G Express,72.605,23.005,,,,,,,,,,hotel,
,Hotel Galaxy inn,72.631,23.04,,,,,,,,,,hotel,
,"Hotel Parth Palace || Best Hotels, Family Hotels, Rooms",72.631,23.04,,,,,,,,,,hotel,
,Hotel R K villa,72.631,23.041,,,,,,,,,,hotel,
,Hotel Bluemoon,72.615,23.037,,,,,,,,,,hotel,
,HOTEL LAVISH,72.631,23.042,,,,,,,,,,hotel,
,Hotel Shree Krishna Palace,72.616,23.044,,,,,,,,,,hotel,
,Hotel Shree Anjani,72.626,23.051,,,,,,,,,,hotel,
,OYO Aniket Inn,72.639,23.027,,,,,,,,,,hotel,
,Hotel German,72.624,23.049,,,,,,,,,,hotel,
,Hotel Panetar Palace,72.64,23.021,,,,,,,,,,hotel,
,Eulogia Inn,72.537,23.108,,,,,,,,,,hotel,
,Hotel Millennium,72.538,23.11,,,,,,,,,,hotel,
,"FabHotel NY Townhouse - Hotels in Gota, Ahmedabad",72.551,23.099,,,,,,,,,,hotel,
,"Vivanta Ahmedabad, SG Highway",72.529,23.087,,,,,,,,,,hotel,
,Super Townhouse 858 Hotel N Y,72.551,23.099,,,,,,,,,,hotel,
,Hotel Lemon chandlodiya gota,72.543,23.087,,,,,,,,,,hotel,
,OYO Townhouse 187 Ny Square Vandematram,72.551,23.099,,,,,,,,,,hotel,
,IBIZA Hotel,72.549,23.104,,,,,,,,,,hotel,
,Treebo The Square,72.551,23.099,,,,,,,,,,hotel,
,Hotel Allen,72.538,23.109,,,,,,,,,,hotel,
,Hotel The Grand Crystal,72.678,23.07,,,,,,,,,,hotel,
,"FabHotel Max Inn - Hotel in Naroda, Ahmedabad",72.654,23.078,,,,,,,,,,hotel,
,HOTEL PALAV PALACE,72.649,23.072,,,,,,,,,,hotel,
,Hotel Shree Regency,72.686,23.098,,,,,,,,,,hotel,
,FabHotel Kyra,72.631,23.086,,,,,,,,,,hotel,
,OYO Hotel Krishna Palace,72.658,23.082,,,,,,,,,,hotel,
,Nisarg�s stays,72.655,23.063,,,,,,,,,,hotel,
,Hotel Satluj Inn,72.646,23.068,,,,,,,,,,hotel,
,FabHotel Galaxy I,72.651,23.075,,,,,,,,,,hotel,
,NOTEL NR NAYAN RESIDENCY,72.651,23.076,,,,,,,,,,hotel,
,hotel shree krishna,72.62,22.961,,,,,,,,,,hotel,
,Hotel Red Rose,72.621,22.961,,,,,,,,,,hotel,
,Hotel SR Rooms,72.62,22.962,,,,,,,,,,hotel,
,hotel shree palace,72.633,22.963,,,,,,,,,,hotel,
,OYO Hotel Meghdeep,72.598,22.953,,,,,,,,,,hotel,
,Hotel Royal Pride,72.633,22.982,,,,,,,,,,hotel,
,OYO Hotel Mahi Inn,72.62,22.961,,,,,,,,,,hotel,
,Hotel kingsway,72.611,22.932,,,,,,,,,,hotel,
,Hotel Anand Palace,72.645,22.943,,,,,,,,,,hotel,
,Hotel Lincoln inn,72.67,23.105,,,,,,,,,,hotel,
,Hotel Global-In,72.663,23.092,,,,,,,,,,hotel,
,The Grand Bhagwati,72.515,23.042,,,,,,,,,,hotel,
,Hotel Shivashish,72.514,23.041,,,,,,,,,,hotel,
,Hotel Science City Inn,72.511,23.075,,,,,,,,,,hotel,
,Avalon Hotel and Banquets by DHR Pvt Ltd,72.508,23.046,,,,,,,,,,hotel,
,Hotel Paragon Villa,72.492,23.051,,,,,,,,,,hotel,
,The Parterre,72.504,23.051,,,,,,,,,,hotel,
,Hotel Nova Residency,72.533,23.048,,,,,,,,,,hotel,
,Binori A Boutique Hotel,72.518,23.054,,,,,,,,,,hotel,
,Itsy Hotels Shree Krishna Palace,72.514,23.044,,,,,,,,,,hotel,
,BloomSuites | Ahmedabad,72.525,23.051,,,,,,,,,,hotel,
,Platinum inn,72.553,23.006,,,,,,,,,,hotel,
,HOTEL HARI OM,72.547,23.001,,,,,,,,,,hotel,
,Super Townhouse Prahladnagar formerly Metro Inn,72.536,23,,,,,,,,,,hotel,
,Townhouse 190 Rajyash Rise,72.536,22.992,,,,,,,,,,hotel,
,Hotel Atithi,72.566,23.014,,,,,,,,,,hotel,
,WelcomHeritage Mani Mansion,72.564,23.015,,,,,,,,,,hotel,
,Hotel Riverfront,72.568,23.013,,,,,,,,,,hotel,
,HOTEL JASMINE BY ABC HOTEL & HOSPITALITY SERVICES,72.558,23.008,,,,,,,,,,hotel,
,Collection O Ashram Road Near Sardar Bridge formerly Hotel Apple Inn,72.567,23.013,,,,,,,,,,hotel,
,"Treebo Hotel Prince Plaza, Paldi, Ahmedabad",72.564,23.013,,,,,,,,,,hotel,
,The Sky Comfort Vejalpur,72.531,23.009,,,,,,,,,,hotel,
,Cambay Sapphire Ahmedabad,72.531,23.009,,,,,,,,,,hotel,
,"Hotel Alexa By ABC || Best Hotel, Budget Hotel, Family Hotel In Ahmedabad",72.521,23.013,,,,,,,,,,hotel,
,Super Townhouse Prahladnagar formerly Metro Inn,72.536,23,,,,,,,,,,hotel,
,Hotel New Empire || Best Family Hotel || Budget friendly Hotel ||,72.522,23.013,,,,,,,,,,hotel,
,Hotel Dream Inn,72.518,23.013,,,,,,,,,,hotel,
,FabExpress Relax Inn,72.505,23.012,,,,,,,,,,hotel,
,Collection O cambay sapphire,72.532,23.009,,,,,,,,,,hotel,
,"ABC HOTEL & HOSPITALITY SERVICES || Best Hotel, Budget Hotel, Family Hotel",72.519,23.013,,,,,,,,,,hotel,
,Hotel Divya Palace,72.524,23.012,,,,,,,,,,hotel,
,Hotel Royal Grand,72.559,23.033,,,,,,,,,,hotel,
,Hotel G Express,72.605,23.005,,,,,,,,,,hotel,
,Hotel A1 Vastrapur,72.527,23.036,,,,,,,,,,hotel,
,HOTEL AHMEDABAD INN,72.586,23.027,,,,,,,,,,hotel,
,Hotel Surya Villas by Srurban Hotels Pvt Ltd,72.552,23.041,,,,,,,,,,hotel,
,Hotel Riverfront,72.568,23.013,,,,,,,,,,hotel,
,Hotel Alka Inn,72.583,23.029,,,,,,,,,,hotel,
,Hotel Atithi,72.566,23.014,,,,,,,,,,hotel,
,Hotel Sagar Inn,72.596,23.028,,,,,,,,,,hotel,
,Hotel City Inn,72.582,23.026,,,,,,,,,,hotel,
,Hotel Royal King,72.591,23.1,,,,,,,,,,hotel,
,Hotel Ratna Palace,72.592,23.087,,,,,,,,,,hotel,
,HOTEL KRISHNA INN,72.591,23.1,,,,,,,,,,hotel,
,"The Fern Residency, Subhash Bridge, Ahmedabad",72.584,23.065,,,,,,,,,,hotel,
,Hotel Sparsh Divine,72.595,23.079,,,,,,,,,,hotel,
,"Ginger Ahmedabad, RTO Circle",72.581,23.068,,,,,,,,,,hotel,
,Hotel prime view,72.589,23.094,,,,,,,,,,hotel,
,FabHotel Ratna Palace,72.592,23.087,,,,,,,,,,hotel,
,Hotel AB Fortune,72.589,23.094,,,,,,,,,,hotel,
,Hotel Ashray Inn,72.582,23.063,,,,,,,,,,hotel,
,Hotel G Express,72.605,23.005,,,,,,,,,,hotel,
,Hotel Kalinga Lake View,72.6,23.011,,,,,,,,,,hotel,
,Hotel Unnati,72.599,23.019,,,,,,,,,,hotel,
,Hotel Anjani Inn,72.619,23.003,,,,,,,,,,hotel,
,Hotel parkland,72.613,22.995,,,,,,,,,,hotel,
,Hotel Monville Maninagar,72.613,22.994,,,,,,,,,,hotel,
,FabHotel Star,72.619,23.003,,,,,,,,,,hotel,
,FabExpress A1 Residency,72.611,22.998,,,,,,,,,,hotel,
,Collection O Maninagar Near Railway Station formerly A1 Residency,72.611,22.998,,,,,,,,,,hotel,
,HOTEL AHMEDABAD INN,72.586,23.027,,,,,,,,,,hotel,
,Hotel Surya Villas by Srurban Hotels Pvt Ltd,72.552,23.041,,,,,,,,,,hotel,
,HOTEL ALEXA,72.545,23.085,,,,,,,,,,hotel,
,Hotel Royal Grand,72.559,23.033,,,,,,,,,,hotel,
,Krios - Hotels Near SG Highway - Hotels Near Navrangpura Ahmedabad,72.546,23.027,,,,,,,,,,hotel,
,FabHotel Kyra,72.631,23.086,,,,,,,,,,hotel,
,"Treebo Hotel Paradise Near Ellisbridge, Ahmedabad",72.564,23.028,,,,,,,,,,hotel,
,Hotel Science City Inn,72.511,23.075,,,,,,,,,,hotel,
,"FabHotel NY Townhouse - Hotels in Gota, Ahmedabad",72.551,23.099,,,,,,,,,,hotel,
,Hotel A1 Vastrapur,72.527,23.036,,,,,,,,,,hotel,
,Hotel Paragon Villa,72.492,23.051,,,,,,,,,,hotel,
,Hotel Royal Grand,72.559,23.033,,,,,,,,,,hotel,
,Hotel Monville Maninagar,72.613,22.994,,,,,,,,,,hotel,
,HOTEL AHMEDABAD INN,72.586,23.027,,,,,,,,,,hotel,
,Hotel Marigold,72.493,22.988,,,,,,,,,,hotel,
,Hotel Surya Villas by Srurban Hotels Pvt Ltd,72.552,23.041,,,,,,,,,,hotel,
,Hotel Terrazzo Suites,72.501,23.08,,,,,,,,,,hotel,
,Hotel City Inn,72.582,23.026,,,,,,,,,,hotel,
,Hotel Shrimad Residency,72.507,23.02,,,,,,,,,,hotel,
,Hotel Riverfront,72.568,23.013,,,,,,,,,,hotel,
,Courtyard Ahmedabad Sindhu Bhavan Road,72.505,23.04,,,,,,,,,,hotel,
,Avalon Hotel and Banquets by DHR Pvt Ltd,72.508,23.046,,,,,,,,,,hotel,
,The Grand Bhagwati,72.515,23.042,,,,,,,,,,hotel,
,Praveg's Grand Eulogia,72.481,23.043,,,,,,,,,,hotel,
,Hotel Grand Elegance,72.51,23.039,,,,,,,,,,hotel,
,The Parterre,72.504,23.051,,,,,,,,,,hotel,
,Pride Plaza Hotel Ahmedabad,72.515,23.038,,,,,,,,,,hotel,
,Hotel Royal ican,72.507,23.045,,,,,,,,,,hotel,
,Hotel Shrimad Residency,72.507,23.02,,,,,,,,,,hotel,
,Hotel Shivashish,72.514,23.041,,,,,,,,,,hotel,
,Hotel Marigold,72.493,22.988,,,,,,,,,,hotel,
,Hotel Milan,72.495,22.988,,,,,,,,,,hotel,
,Hotel Aurellia,72.492,22.978,,,,,,,,,,hotel,
,HOTEL MAX VILLA,72.482,22.987,,,,,,,,,,hotel,
,Hotel Yellow Lime By Sameer & Co.,72.482,22.988,,,,,,,,,,hotel,
,Ratna deep Hotel,72.483,22.988,,,,,,,,,,hotel,
,Townhouse 190 Rajyash Rise,72.536,22.992,,,,,,,,,,hotel,
,HOTEL COMFORT,72.497,22.987,,,,,,,,,,hotel,
,FabExpress Relax Inn,72.505,23.012,,,,,,,,,,hotel,
,Townhouse 190 Rajyash Rise,72.536,22.992,,,,,,,,,,hotel,
,Hotel Marigold,72.493,22.988,,,,,,,,,,hotel,
,Super Townhouse Prahladnagar formerly Metro Inn,72.536,23,,,,,,,,,,hotel,
,Varakhwala Heritage Hotel,72.535,22.996,,,,,,,,,,hotel,
,Hotel Milan,72.495,22.988,,,,,,,,,,hotel,
,Hotel Sun Flare,72.537,22.992,,,,,,,,,,hotel,
,Hotel Aurellia,72.492,22.978,,,,,,,,,,hotel,
,Hotel Royal,72.506,22.988,,,,,,,,,,hotel,
,FabExpress Relax Inn,72.505,23.012,,,,,,,,,,hotel,
,Hotel Elysian Residency,72.59,23.044,,,,,,,,,,hotel,
,Hotel Bluemoon,72.615,23.037,,,,,,,,,,hotel,
,Hotel Sagar Inn,72.596,23.028,,,,,,,,,,hotel,
,Hotel Shree Krishna Palace,72.616,23.044,,,,,,,,,,hotel,
,Hotel Moti Mahal,72.6,23.029,,,,,,,,,,hotel,
,HOTEL AHMEDABAD INN,72.586,23.027,,,,,,,,,,hotel,
,"Sarovar Portico, Kalupur-Ahmedabad",72.599,23.03,,,,,,,,,,hotel,
,Hotel Lemon,72.6,23.041,,,,,,,,,,hotel,
,Hotel AVN,72.615,23.037,,,,,,,,,,hotel,
,Hotel Sunrise,72.598,23.025,,,,,,,,,,hotel,
,Hotel Shrimad Residency,72.507,23.02,,,,,,,,,,hotel,
,"FabHotel GL Residency - Hotels in Satellite, Ahmedabad",72.516,23.017,,,,,,,,,,hotel,
,Hotel New Empire || Best Family Hotel || Budget friendly Hotel ||,72.522,23.013,,,,,,,,,,hotel,
,Hotel Lux Inn,72.508,23.026,,,,,,,,,,hotel,
,Hotel Campus,72.525,23.026,,,,,,,,,,hotel,
,Hotel Green Land,72.528,23.025,,,,,,,,,,hotel,
,"Hotel Ozone,Ahmedabad",72.508,23.026,,,,,,,,,,hotel,
,Hotel Dream Inn,72.518,23.013,,,,,,,,,,hotel,
,HOTEL PERADIOT,72.508,23.026,,,,,,,,,,hotel,
,"ABC HOTEL & HOSPITALITY SERVICES || Best Hotel, Budget Hotel, Family Hotel",72.519,23.013,,,,,,,,,,hotel,
,Hotel Dream Palace,72.588,22.974,,,,,,,,,,hotel,
,Hotel O Laxmi Villa,72.588,22.974,,,,,,,,,,hotel,
,"Hotel Moon Light Near Maninagar Railway Station, Ahmedabad",72.593,22.974,,,,,,,,,,hotel,
,HOTEL SAROVAR INN,72.587,22.973,,,,,,,,,,hotel,
,WelcomHeritage Mani Mansion,72.564,23.015,,,,,,,,,,hotel,
,OYO Hotel Meghdeep,72.598,22.953,,,,,,,,,,hotel,
,Hotel Silver Springs,72.59,23.003,,,,,,,,,,hotel,
,Townhouse 190 Rajyash Rise,72.536,22.992,,,,,,,,,,hotel,
,Hotel Annex Inn,72.595,22.973,,,,,,,,,,hotel,
,Hotel Atithi,72.566,23.014,,,,,,,,,,hotel,
,Townhouse 190 Rajyash Rise,72.536,22.992,,,,,,,,,,hotel,
,Super Townhouse Prahladnagar formerly Metro Inn,72.536,23,,,,,,,,,,hotel,
,Hotel Sun Flare,72.537,22.992,,,,,,,,,,hotel,
,Varakhwala Heritage Hotel,72.535,22.996,,,,,,,,,,hotel,
,Hotel Atithi,72.566,23.014,,,,,,,,,,hotel,
,Hotel Marigold,72.493,22.988,,,,,,,,,,hotel,
,Hotel Aurellia,72.492,22.978,,,,,,,,,,hotel,
,WelcomHeritage Mani Mansion,72.564,23.015,,,,,,,,,,hotel,
,FabHotel Prime Metro Inn,72.536,23,,,,,,,,,,hotel,
,Hotel Riverfront,72.568,23.013,,,,,,,,,,hotel,
,"Urban Khichdi (Prahladnagar, Ahmedabad)",72.507,23.012,,,,,,,,,,food,
,Jassi De Parathe,72.671,23.019,,,,,,,,,,food,
,Rajwadi Garden Restaurant,72.673,23.039,,,,,,,,,,food,
,Birmies,72.544,23.027,,,,,,,,,,food,
,Food Town,72.534,23.005,,,,,,,,,,food,
,Nini's Kitchen - Panchvati,72.558,23.024,,,,,,,,,,food,
,650 - The Global Kitchen,72.537,23.011,,,,,,,,,,food,
,Agashiye,72.582,23.027,,,,,,,,,,food,
,Seven Spices - Multi Cuisine Restaurant,72.529,23.057,,,,,,,,,,food,
,Gordhan Thal,72.511,23.036,,,,,,,,,,food,
,Under The Neem Trees,72.505,23.033,,,,,,,,,,food,
,Rajwadu,72.54,23.004,,,,,,,,,,food,
,Brick Kitchen,72.539,23.071,,,,,,,,,,food,
,Jassi De Parathe,72.511,23.012,,,,,,,,,,food,
,Creamy Spoon Garden Restaurant - best restaurant in Ahmedabad,72.558,23.103,,,,,,,,,,food,
,Food Factory Restaurant,72.606,22.995,,,,,,,,,,food,
,GRILL KITCHEN PRAHLADNAGAR,72.509,23.012,,,,,,,,,,food,
,MOG Mad Over Grill Prahladnagar,72.515,23.012,,,,,,,,,,food,
,Jassi De Parathe,72.511,23.012,,,,,,,,,,food,
,Kake di hatti,72.515,23.012,,,,,,,,,,food,
,Nini's Kitchen,72.511,23.012,,,,,,,,,,food,
,Ukiyo Ahmedabad { All -Day -Dining } m u l t i c u i s i n e -Pure Veg Restaurant,72.504,23.012,,,,,,,,,,food,
,Skyz Restaurant & Banquet,72.508,23.012,,,,,,,,,,food,
,MADHAVRAO,72.504,23.012,,,,,,,,,,food,
,Barbeque Nation - Ahmedabad - Prahladnagar,72.511,23.011,,,,,,,,,,food,
,Fayrouz,72.511,23.012,,,,,,,,,,food,
,Gurudev Kathiyawadi Restaurant,72.512,23.032,,,,,,,,,,food,
,The Grill Street,72.508,23.027,,,,,,,,,,food,
,The Grand Thakar,72.508,23.027,,,,,,,,,,food,
,Dakshinayan,72.509,23.027,,,,,,,,,,food,
,Dhora flavours of Rajasthan,72.511,23.026,,,,,,,,,,food,
,Bhookh lagi hai? SG highway,72.506,23.022,,,,,,,,,,food,
,The Sandwich Adda,72.514,23.016,,,,,,,,,,food,
,Ahmedabad Food Court,72.506,23.02,,,,,,,,,,food,
,Iscon Gathiya - Karnavati SG Highway,72.505,23.019,,,,,,,,,,food,
,Break N Eat,72.512,23.029,,,,,,,,,,food,
,Rasna Resturant - Bopal,72.477,23.031,,,,,,,,,,food,
,FTV Cafe & Restro,72.504,23.055,,,,,,,,,,food,
,The South Spot- The Flavours Of south,72.525,23.049,,,,,,,,,,food,
,Mahamahal,72.508,23.047,,,,,,,,,,food,
,Vintage Vibes,72.497,23.04,,,,,,,,,,food,
,Rooftop Stories Restro-Cafe,72.481,23.053,,,,,,,,,,food,
,MACHAAN - Rooftop Cafe & Eatery,72.518,23.054,,,,,,,,,,food,
,Clock To Fit,72.509,23.049,,,,,,,,,,food,
,Shri Udupi upahar,72.499,23.05,,,,,,,,,,food,
,REE'STORY - Unlimited Multi Cuisine Food,72.513,23.058,,,,,,,,,,food,
,The Caf�,72.508,23.04,,,,,,,,,,food,
,Jassi De Parathe,72.528,23.037,,,,,,,,,,food,
,Apna Punjab Parottha,72.527,23.035,,,,,,,,,,food,
,BONHOMIE RESTAURANT & BANQUET VASTRAPUR,72.53,23.045,,,,,,,,,,food,
,Kesar Foods,72.527,23.037,,,,,,,,,,food,
,Saachi De Parathe,72.528,23.035,,,,,,,,,,food,
,Sasuma Variety of Traditional Food,72.528,23.04,,,,,,,,,,food,
,THE GOKUL RESTAURANT,72.527,23.037,,,,,,,,,,food,
,Atrangi Cafe and Restaurant,72.528,23.042,,,,,,,,,,food,
,Northeast Kitchen,72.529,23.037,,,,,,,,,,food,
,Mad over grills (Maninagar),72.6,23.001,,,,,,,,,,food,
,Barbecue Culture Maninagar,72.605,22.995,,,,,,,,,,food,
,Urban Zykaa,72.601,23,,,,,,,,,,food,
,Royal Urban Dhaba,72.607,22.995,,,,,,,,,,food,
,GHEE GUD (Exclusive) MANINAGAR,72.604,22.997,,,,,,,,,,food,
,Rasna Restaurant Maninagar,72.609,22.997,,,,,,,,,,food,
,World Cuisine Restaurant,72.605,23.005,,,,,,,,,,food,
,Kanchiipuram (Maninagar),72.612,22.997,,,,,,,,,,food,
,Food Factory Restaurant,72.606,22.995,,,,,,,,,,food,
,The Puff House,72.607,22.997,,,,,,,,,,food,
,Sorath dining hall,72.492,22.979,,,,,,,,,,food,
,Famous Chicken,72.516,22.982,,,,,,,,,,food,
,Salwa Family Restaurant || Best Nonveg Restaurant In Ahmedabad || Best Non Veg Family Restaurant In Ahmedabad,72.511,22.988,,,,,,,,,,food,
,Sufra Restaurant by Miki's,72.513,22.993,,,,,,,,,,food,
,The Kebabish Restaurant,72.514,22.992,,,,,,,,,,food,
,The 9 World Cuisine Restaurant,72.501,23.005,,,,,,,,,,food,
,Noor E Mohammadi Restaurant,72.511,22.989,,,,,,,,,,food,
,M.A.D. by Tomato's,72.512,23.04,,,,,,,,,,food,
,Under The Neem Trees,72.505,23.033,,,,,,,,,,food,
,Vintage Vibes,72.497,23.04,,,,,,,,,,food,
,Yantra bhojnalay and caterers,72.6,23.1,,,,,,,,,,food,
,Krishna Corner,72.593,23.079,,,,,,,,,,food,
,Praful Mithai Ghar_ Best Restaurant,72.59,23.078,,,,,,,,,,food,
,Madras Cafe (Tallboy Global Foods LLP.),72.592,23.084,,,,,,,,,,food,
,KukFud,72.592,23.084,,,,,,,,,,food,
,Bhagwati Fast Food & Khana Khajana,72.588,23.097,,,,,,,,,,food,
,Yajmaan Restaurant,72.593,23.074,,,,,,,,,,food,
,"Ghee Gud, Motera, Ahmedabad",72.595,23.102,,,,,,,,,,food,
,1313 TERA TERA CUISINE ( Tiffin services),72.591,23.078,,,,,,,,,,food,
,Shreenath restaurant,72.627,22.937,,,,,,,,,,food,
,Annpurna restaurant,72.627,22.937,,,,,,,,,,food,
,Gayatri Restaurant and Banquet,72.632,22.981,,,,,,,,,,food,
,Huzuri Restaurant,72.606,22.951,,,,,,,,,,food,
,Madhav Restaurant & Banqet,72.619,22.934,,,,,,,,,,food,
,Maruti Restaurant,72.62,22.962,,,,,,,,,,food,
,Tulsi Kathiyavadi Hotel,72.628,22.936,,,,,,,,,,food,
,Bapu restaurant,72.6,22.957,,,,,,,,,,food,
,HARIYANA RESTAURANT,72.627,22.972,,,,,,,,,,food,
,Guru Datt Madhi ,72.625,22.936,,,,,,,,,,food,
,"Haryana hotel, Piplaj",72.559,22.97,,,,,,,,,,food,
,Sri Devnarayan Hotel,72.553,22.946,,,,,,,,,,food,
,Zenab Hotel,72.562,22.975,,,,,,,,,,food,
,Topaz Restaurant,72.6,22.983,,,,,,,,,,food,
,Epitome Restaurant & Banquet,72.611,22.978,,,,,,,,,,food,
,Food Factory Restaurant,72.606,22.995,,,,,,,,,,food,
,Simran The Restaurant,72.578,23.029,,,,,,,,,,food,
,The 9 World Cuisine Restaurant,72.501,23.005,,,,,,,,,,food,
,Ammachi Kitchen - South Indian Q.S.Restuarant,72.604,23,,,,,,,,,,food,
,Magic Chicken,72.632,23.02,,,,,,,,,,food,
,City Point Restaurant & Banquet,72.632,23.02,,,,,,,,,,food,
,Kamal Restaurant,72.624,23.013,,,,,,,,,,food,
,"Sonu Egg World - Best Egg Restaurant Near Me In Ahmedabad, Best Restaurant Near Me In Ahmedabad",72.632,23.021,,,,,,,,,,food,
,Deep Restaurant,72.615,23.032,,,,,,,,,,food,
,Gujrat Restaurant - coffee,72.628,23.025,,,,,,,,,,food,
